x,y,height
-29,-58,3
-29,-57,2
-29,-56,2
-29,-55,2
-29,-54,-1
-29,-53,-4
-29,-52,-4
-29,-51,-4
-29,-50,-4
-29,-49,-5
-29,-48,-5
-29,-47,-5
-29,-46,-5
-29,-45,-5
-29,-44,-5
-29,-43,-4
-29,-42,-3
-29,-41,-3
-29,-40,-3
-29,-39,-3
-29,-38,-3
-29,-37,-3
-29,-36,-3
-29,-35,-3
-29,-34,-3
-29,-33,-3
-29,-32,-3
-29,-31,-3
-29,-30,-3
-29,-29,-3
-29,-28,-3
-29,-27,-3
-29,-26,-4
-29,-25,-4
-29,-24,-5
-29,-23,-5
-29,-22,-5
-29,-21,-4
-29,-20,-4
-29,-19,-4
-29,-18,-4
-29,-17,-4
-29,-16,-4
-29,-15,-4
-29,-14,-5
-29,-13,-5
-29,-12,-5
-29,-11,-5
-29,-10,-5
-29,-9,-5
-29,-8,-5
-29,-7,-5
-29,-6,-5
-29,-5,-5
-29,-4,-5
-29,-3,-5
-29,-2,-5
-29,-1,-5
-29,0,-5
-29,1,-5
-29,2,-5
-29,3,-5
-29,4,-5
-29,5,-5
-29,6,-5
-29,7,-5
-29,8,-5
-29,9,-5
-29,10,-5
-29,11,-5
-29,12,-5
-29,13,-5
-29,14,-5
-29,15,-5
-29,16,-5
-29,17,-5
-29,18,-5
-29,19,-5
-29,20,-5
-29,21,-5
-29,22,-5
-29,23,-5
-29,24,-5
-29,25,-5
-29,26,-5
-29,27,-5
-29,28,-5
-29,29,-5
-29,30,-5
-29,31,-5
-29,32,-5
-29,33,-5
-29,34,-5
-29,35,-5
-29,36,-5
-29,37,-5
-29,38,-5
-29,39,-5
-29,40,-5
-29,41,-5
-29,42,-5
-29,43,-5
-29,44,-5
-29,45,-5
-29,46,-5
-29,47,-5
-29,48,-5
-29,49,-5
-29,50,-5
-29,51,-5
-29,52,-5
-29,53,-5
-29,54,-5
-29,55,-5
-29,56,-5
-29,57,-5
-29,58,-5
-29,59,-5
-29,60,-5
-28,-60,10
-28,-59,8
-28,-58,3
-28,-57,2
-28,-56,2
-28,-55,2
-28,-54,0
-28,-53,-3
-28,-52,-4
-28,-51,-4
-28,-50,-4
-28,-49,-5
-28,-48,-5
-28,-47,-5
-28,-46,-5
-28,-45,-5
-28,-44,-5
-28,-43,-4
-28,-42,-3
-28,-41,-3
-28,-40,-3
-28,-39,-3
-28,-38,-3
-28,-37,-3
-28,-36,-3
-28,-35,-3
-28,-34,-3
-28,-33,-3
-28,-32,-3
-28,-31,-3
-28,-30,-3
-28,-29,-3
-28,-28,-3
-28,-27,-3
-28,-26,-3
-28,-25,-3
-28,-24,-4
-28,-23,-4
-28,-22,-4
-28,-21,-4
-28,-20,-4
-28,-19,-5
-28,-18,-5
-28,-17,-5
-28,-16,-5
-28,-15,-5
-28,-14,-5
-28,-13,-5
-28,-12,-5
-28,-11,-5
-28,-10,-5
-28,-9,-5
-28,-8,-5
-28,-7,-5
-28,-6,-5
-28,-5,-5
-28,-4,-5
-28,-3,-5
-28,-2,-5
-28,-1,-5
-28,0,-5
-28,1,-5
-28,2,-5
-28,3,-5
-28,4,-5
-28,5,-5
-28,6,-5
-28,7,-5
-28,8,-5
-28,9,-5
-28,10,-5
-28,11,-5
-28,12,-5
-28,13,-5
-28,14,-5
-28,15,-5
-28,16,-5
-28,17,-5
-28,18,-5
-28,19,-5
-28,20,-5
-28,21,-5
-28,22,-5
-28,23,-5
-28,24,-5
-28,25,-5
-28,26,-5
-28,27,-5
-28,28,-5
-28,29,-5
-28,30,-5
-28,31,-5
-28,32,-5
-28,33,-5
-28,34,-5
-28,35,-5
-28,36,-5
-28,37,-5
-28,38,-5
-28,39,-5
-28,40,-5
-28,41,-5
-28,42,-5
-28,43,-5
-28,44,-5
-28,45,-5
-28,46,-5
-28,47,-5
-28,48,-5
-28,49,-5
-28,50,-5
-28,51,-5
-28,52,-5
-28,53,-5
-28,54,-5
-28,55,-5
-28,56,-5
-28,57,-5
-28,58,-5
-28,59,-5
-28,60,-5
-27,-60,10
-27,-59,9
-27,-58,4
-27,-57,2
-27,-56,2
-27,-55,2
-27,-54,2
-27,-53,-2
-27,-52,-4
-27,-51,-4
-27,-50,-4
-27,-49,-5
-27,-48,-5
-27,-47,-5
-27,-46,-5
-27,-45,-5
-27,-44,-5
-27,-43,-4
-27,-42,-3
-27,-41,-3
-27,-40,-3
-27,-39,-3
-27,-38,-3
-27,-37,-3
-27,-36,-3
-27,-35,-3
-27,-34,-3
-27,-33,-3
-27,-32,-3
-27,-31,-3
-27,-30,-3
-27,-29,-3
-27,-28,-3
-27,-27,-3
-27,-26,-3
-27,-25,-3
-27,-24,-3
-27,-23,-4
-27,-22,-5
-27,-21,-5
-27,-20,-5
-27,-19,-5
-27,-18,-5
-27,-17,-5
-27,-16,-5
-27,-15,-5
-27,-14,-5
-27,-13,-5
-27,-12,-5
-27,-11,-5
-27,-10,-5
-27,-9,-5
-27,-8,-5
-27,-7,-5
-27,-6,-5
-27,-5,-5
-27,-4,-5
-27,-3,-5
-27,-2,-5
-27,-1,-5
-27,0,-5
-27,1,-5
-27,2,-5
-27,3,-5
-27,4,-5
-27,5,-5
-27,6,-5
-27,7,-5
-27,8,-5
-27,9,-5
-27,10,-5
-27,11,-5
-27,12,-5
-27,13,-5
-27,14,-5
-27,15,-5
-27,16,-5
-27,17,-5
-27,18,-5
-27,19,-5
-27,20,-5
-27,21,-5
-27,22,-5
-27,23,-5
-27,24,-5
-27,25,-5
-27,26,-5
-27,27,-5
-27,28,-5
-27,29,-5
-27,30,-5
-27,31,-5
-27,32,-5
-27,33,-5
-27,34,-5
-27,35,-5
-27,36,-5
-27,37,-5
-27,38,-5
-27,39,-5
-27,40,-5
-27,41,-5
-27,42,-5
-27,43,-5
-27,44,-5
-27,45,-5
-27,46,-5
-27,47,-5
-27,48,-5
-27,49,-5
-27,50,-5
-27,51,-5
-27,52,-5
-27,53,-5
-27,54,-5
-27,55,-5
-27,56,-5
-27,57,-5
-27,58,-5
-27,59,-5
-27,60,-5
-26,-60,10
-26,-59,9
-26,-58,5
-26,-57,2
-26,-56,2
-26,-55,2
-26,-54,2
-26,-53,1
-26,-52,-2
-26,-51,-4
-26,-50,-4
-26,-49,-5
-26,-48,-5
-26,-47,-5
-26,-46,-5
-26,-45,-5
-26,-44,-5
-26,-43,-5
-26,-42,-4
-26,-41,-3
-26,-40,-3
-26,-39,-3
-26,-38,-3
-26,-37,-3
-26,-36,-4
-26,-35,-4
-26,-34,-4
-26,-33,-4
-26,-32,-5
-26,-31,-5
-26,-30,-4
-26,-29,-4
-26,-28,-3
-26,-27,-3
-26,-26,-3
-26,-25,-3
-26,-24,-4
-26,-23,-5
-26,-22,-5
-26,-21,-5
-26,-20,-5
-26,-19,-5
-26,-18,-5
-26,-17,-5
-26,-16,-5
-26,-15,-5
-26,-14,-5
-26,-13,-5
-26,-12,-5
-26,-11,-5
-26,-10,-5
-26,-9,-5
-26,-8,-5
-26,-7,-5
-26,-6,-5
-26,-5,-5
-26,-4,-5
-26,-3,-5
-26,-2,-5
-26,-1,-5
-26,0,-5
-26,1,-5
-26,2,-5
-26,3,-5
-26,4,-5
-26,5,-5
-26,6,-5
-26,7,-5
-26,8,-5
-26,9,-5
-26,10,-5
-26,11,-5
-26,12,-5
-26,13,-5
-26,14,-5
-26,15,-5
-26,16,-5
-26,17,-5
-26,18,-5
-26,19,-5
-26,20,-5
-26,21,-5
-26,22,-5
-26,23,-5
-26,24,-5
-26,25,-5
-26,26,-5
-26,27,-5
-26,28,-5
-26,29,-5
-26,30,-5
-26,31,-5
-26,32,-5
-26,33,-5
-26,34,-5
-26,35,-5
-26,36,-5
-26,37,-5
-26,38,-5
-26,39,-5
-26,40,-5
-26,41,-5
-26,42,-5
-26,43,-5
-26,44,-5
-26,45,-5
-26,46,-5
-26,47,-5
-26,48,-5
-26,49,-5
-26,50,-5
-26,51,-5
-26,52,-5
-26,53,-5
-26,54,-5
-26,55,-5
-26,56,-5
-26,57,-5
-26,58,-5
-26,59,-5
-26,60,-5
-25,-60,10
-25,-59,10
-25,-58,6
-25,-57,2
-25,-56,2
-25,-55,2
-25,-54,2
-25,-53,2
-25,-52,0
-25,-51,-3
-25,-50,-4
-25,-49,-4
-25,-48,-5
-25,-47,-5
-25,-46,-5
-25,-45,-5
-25,-44,-5
-25,-43,-5
-25,-42,-5
-25,-41,-5
-25,-40,-5
-25,-39,-5
-25,-38,-5
-25,-37,-5
-25,-36,-5
-25,-35,-5
-25,-34,-5
-25,-33,-5
-25,-32,-5
-25,-31,-5
-25,-30,-5
-25,-29,-5
-25,-28,-4
-25,-27,-3
-25,-26,-3
-25,-25,-3
-25,-24,-4
-25,-23,-5
-25,-22,-5
-25,-21,-5
-25,-20,-5
-25,-19,-5
-25,-18,-5
-25,-17,-5
-25,-16,-5
-25,-15,-5
-25,-14,-5
-25,-13,-5
-25,-12,-5
-25,-11,-5
-25,-10,-5
-25,-9,-5
-25,-8,-5
-25,-7,-5
-25,-6,-5
-25,-5,-5
-25,-4,-5
-25,-3,-5
-25,-2,-5
-25,-1,-5
-25,0,-5
-25,1,-5
-25,2,-5
-25,3,-5
-25,4,-5
-25,5,-5
-25,6,-5
-25,7,-5
-25,8,-5
-25,9,-5
-25,10,-5
-25,11,-5
-25,12,-5
-25,13,-5
-25,14,-5
-25,15,-5
-25,16,-5
-25,17,-5
-25,18,-5
-25,19,-5
-25,20,-5
-25,21,-5
-25,22,-5
-25,23,-5
-25,24,-5
-25,25,-5
-25,26,-5
-25,27,-5
-25,28,-5
-25,29,-5
-25,30,-5
-25,31,-5
-25,32,-5
-25,33,-5
-25,34,-5
-25,35,-5
-25,36,-5
-25,37,-5
-25,38,-5
-25,39,-5
-25,40,-5
-25,41,-5
-25,42,-5
-25,43,-5
-25,44,-5
-25,45,-5
-25,46,-5
-25,47,-5
-25,48,-5
-25,49,-5
-25,50,-5
-25,51,-5
-25,52,-5
-25,53,-5
-25,54,-5
-25,55,-5
-25,56,-5
-25,57,-5
-25,58,-5
-25,59,-5
-25,60,-5
-24,-60,10
-24,-59,10
-24,-58,6
-24,-57,2
-24,-56,2
-24,-55,2
-24,-54,2
-24,-53,2
-24,-52,1
-24,-51,-2
-24,-50,-4
-24,-49,-4
-24,-48,-4
-24,-47,-5
-24,-46,-5
-24,-45,-5
-24,-44,-5
-24,-43,-5
-24,-42,-5
-24,-41,-5
-24,-40,-5
-24,-39,-5
-24,-38,-5
-24,-37,-5
-24,-36,-5
-24,-35,-5
-24,-34,-5
-24,-33,-5
-24,-32,-5
-24,-31,-5
-24,-30,-5
-24,-29,-4
-24,-28,-4
-24,-27,-3
-24,-26,-3
-24,-25,-4
-24,-24,-5
-24,-23,-5
-24,-22,-5
-24,-21,-5
-24,-20,-5
-24,-19,-5
-24,-18,-5
-24,-17,-5
-24,-16,-5
-24,-15,-5
-24,-14,-5
-24,-13,-5
-24,-12,-5
-24,-11,-5
-24,-10,-5
-24,-9,-5
-24,-8,-5
-24,-7,-5
-24,-6,-5
-24,-5,-5
-24,-4,-5
-24,-3,-5
-24,-2,-5
-24,-1,-5
-24,0,-5
-24,1,-5
-24,2,-5
-24,3,-5
-24,4,-5
-24,5,-5
-24,6,-5
-24,7,-5
-24,8,-5
-24,9,-5
-24,10,-5
-24,11,-5
-24,12,-5
-24,13,-5
-24,14,-5
-24,15,-5
-24,16,-5
-24,17,-5
-24,18,-5
-24,19,-5
-24,20,-5
-24,21,-5
-24,22,-5
-24,23,-5
-24,24,-5
-24,25,-5
-24,26,-5
-24,27,-5
-24,28,-5
-24,29,-5
-24,30,-5
-24,31,-5
-24,32,-5
-24,33,-5
-24,34,-5
-24,35,-5
-24,36,-5
-24,37,-5
-24,38,-5
-24,39,-5
-24,40,-5
-24,41,-5
-24,42,-5
-24,43,-5
-24,44,-5
-24,45,-5
-24,46,-5
-24,47,-5
-24,48,-5
-24,49,-5
-24,50,-5
-24,51,-5
-24,52,-5
-24,53,-5
-24,54,-5
-24,55,-5
-24,56,-5
-24,57,-5
-24,58,-5
-24,59,-5
-24,60,-5
-23,-60,10
-23,-59,10
-23,-58,7
-23,-57,2
-23,-56,2
-23,-55,2
-23,-54,2
-23,-53,2
-23,-52,2
-23,-51,-2
-23,-50,-4
-23,-49,-4
-23,-48,-4
-23,-47,-5
-23,-46,-5
-23,-45,-5
-23,-44,-5
-23,-43,-5
-23,-42,-5
-23,-41,-5
-23,-40,-5
-23,-39,-5
-23,-38,-5
-23,-37,-5
-23,-36,-5
-23,-35,-5
-23,-34,-5
-23,-33,-5
-23,-32,-5
-23,-31,-5
-23,-30,-4
-23,-29,-4
-23,-28,-3
-23,-27,-3
-23,-26,-3
-23,-25,-4
-23,-24,-5
-23,-23,-5
-23,-22,-5
-23,-21,-5
-23,-20,-5
-23,-19,-5
-23,-18,-5
-23,-17,-5
-23,-16,-5
-23,-15,-5
-23,-14,-5
-23,-13,-5
-23,-12,-5
-23,-11,-5
-23,-10,-5
-23,-9,-5
-23,-8,-5
-23,-7,-5
-23,-6,-5
-23,-5,-5
-23,-4,-5
-23,-3,-5
-23,-2,-5
-23,-1,-5
-23,0,-5
-23,1,-5
-23,2,-5
-23,3,-5
-23,4,-5
-23,5,-5
-23,6,-5
-23,7,-5
-23,8,-5
-23,9,-5
-23,10,-5
-23,11,-5
-23,12,-5
-23,13,-5
-23,14,-5
-23,15,-5
-23,16,-5
-23,17,-5
-23,18,-5
-23,19,-5
-23,20,-5
-23,21,-5
-23,22,-5
-23,23,-5
-23,24,-5
-23,25,-5
-23,26,-5
-23,27,-5
-23,28,-5
-23,29,-5
-23,30,-5
-23,31,-5
-23,32,-5
-23,33,-5
-23,34,-5
-23,35,-5
-23,36,-5
-23,37,-5
-23,38,-5
-23,39,-5
-23,40,-5
-23,41,-5
-23,42,-5
-23,43,-5
-23,44,-5
-23,45,-5
-23,46,-5
-23,47,-5
-23,48,-5
-23,49,-5
-23,50,-5
-23,51,-5
-23,52,-5
-23,53,-5
-23,54,-5
-23,55,-5
-23,56,-5
-23,57,-5
-23,58,-5
-23,59,-5
-23,60,-5
-22,-60,10
-22,-59,10
-22,-58,7
-22,-57,3
-22,-56,2
-22,-55,2
-22,-54,2
-22,-53,2
-22,-52,1
-22,-51,-2
-22,-50,-4
-22,-49,-4
-22,-48,-4
-22,-47,-4
-22,-46,-5
-22,-45,-5
-22,-44,-5
-22,-43,-5
-22,-42,-5
-22,-41,-5
-22,-40,-5
-22,-39,-5
-22,-38,-5
-22,-37,-5
-22,-36,-5
-22,-35,-5
-22,-34,-5
-22,-33,-5
-22,-32,-5
-22,-31,-4
-22,-30,-3
-22,-29,-3
-22,-28,-3
-22,-27,-3
-22,-26,-4
-22,-25,-5
-22,-24,-5
-22,-23,-5
-22,-22,-5
-22,-21,-5
-22,-20,-5
-22,-19,-5
-22,-18,-5
-22,-17,-5
-22,-16,-5
-22,-15,-5
-22,-14,-5
-22,-13,-5
-22,-12,-5
-22,-11,-5
-22,-10,-5
-22,-9,-5
-22,-8,-5
-22,-7,-5
-22,-6,-5
-22,-5,-5
-22,-4,-5
-22,-3,-5
-22,-2,-5
-22,-1,-5
-22,0,-5
-22,1,-5
-22,2,-5
-22,3,-5
-22,4,-5
-22,5,-5
-22,6,-5
-22,7,-5
-22,8,-5
-22,9,-5
-22,10,-5
-22,11,-5
-22,12,-5
-22,13,-5
-22,14,-5
-22,15,-5
-22,16,-5
-22,17,-5
-22,18,-5
-22,19,-5
-22,20,-5
-22,21,-5
-22,22,-5
-22,23,-5
-22,24,-5
-22,25,-5
-22,26,-5
-22,27,-5
-22,28,-5
-22,29,-5
-22,30,-5
-22,31,-5
-22,32,-5
-22,33,-5
-22,34,-5
-22,35,-5
-22,36,-5
-22,37,-5
-22,38,-5
-22,39,-5
-22,40,-5
-22,41,-5
-22,42,-5
-22,43,-5
-22,44,-5
-22,45,-5
-22,46,-5
-22,47,-5
-22,48,-5
-22,49,-5
-22,50,-5
-22,51,-5
-22,52,-5
-22,53,-5
-22,54,-5
-22,55,-5
-22,56,-5
-22,57,-5
-22,58,-5
-22,59,-5
-22,60,-5
-21,-60,10
-21,-59,10
-21,-58,7
-21,-57,3
-21,-56,2
-21,-55,2
-21,-54,2
-21,-53,2
-21,-52,1
-21,-51,-3
-21,-50,-4
-21,-49,-4
-21,-48,-4
-21,-47,-4
-21,-46,-5
-21,-45,-5
-21,-44,-5
-21,-43,-5
-21,-42,-5
-21,-41,-5
-21,-40,-5
-21,-39,-5
-21,-38,-5
-21,-37,-5
-21,-36,-5
-21,-35,-5
-21,-34,-5
-21,-33,-5
-21,-32,-4
-21,-31,-3
-21,-30,-3
-21,-29,-3
-21,-28,-3
-21,-27,-3
-21,-26,-4
-21,-25,-5
-21,-24,-5
-21,-23,-5
-21,-22,-5
-21,-21,-5
-21,-20,-5
-21,-19,-5
-21,-18,-5
-21,-17,-5
-21,-16,-5
-21,-15,-5
-21,-14,-5
-21,-13,-5
-21,-12,-5
-21,-11,-5
-21,-10,-5
-21,-9,-5
-21,-8,-5
-21,-7,-5
-21,-6,-5
-21,-5,-5
-21,-4,-5
-21,-3,-5
-21,-2,-5
-21,-1,-5
-21,0,-5
-21,1,-5
-21,2,-5
-21,3,-5
-21,4,-5
-21,5,-5
-21,6,-4
-21,7,-5
-21,8,-5
-21,9,-5
-21,10,-5
-21,11,-5
-21,12,-5
-21,13,-5
-21,14,-5
-21,15,-5
-21,16,-5
-21,17,-5
-21,18,-5
-21,19,-5
-21,20,-5
-21,21,-5
-21,22,-5
-21,23,-5
-21,24,-5
-21,25,-5
-21,26,-5
-21,27,-5
-21,28,-5
-21,29,-5
-21,30,-5
-21,31,-5
-21,32,-5
-21,33,-5
-21,34,-5
-21,35,-5
-21,36,-5
-21,37,-5
-21,38,-5
-21,39,-5
-21,40,-5
-21,41,-5
-21,42,-5
-21,43,-5
-21,44,-5
-21,45,-5
-21,46,-5
-21,47,-5
-21,48,-5
-21,49,-5
-21,50,-5
-21,51,-5
-21,52,-5
-21,53,-5
-21,54,-5
-21,55,-5
-21,56,-5
-21,57,-5
-21,58,-5
-21,59,-5
-21,60,-5
-20,-60,10
-20,-59,10
-20,-58,8
-20,-57,3
-20,-56,2
-20,-55,2
-20,-54,2
-20,-53,2
-20,-52,0
-20,-51,-3
-20,-50,-4
-20,-49,-4
-20,-48,-4
-20,-47,-4
-20,-46,-5
-20,-45,-5
-20,-44,-5
-20,-43,-5
-20,-42,-5
-20,-41,-5
-20,-40,-5
-20,-39,-5
-20,-38,-5
-20,-37,-5
-20,-36,-5
-20,-35,-5
-20,-34,-4
-20,-33,-4
-20,-32,-3
-20,-31,-3
-20,-30,-3
-20,-29,-3
-20,-28,-3
-20,-27,-4
-20,-26,-5
-20,-25,-5
-20,-24,-5
-20,-23,-5
-20,-22,-5
-20,-21,-5
-20,-20,-5
-20,-19,-5
-20,-18,-5
-20,-17,-5
-20,-16,-5
-20,-15,-5
-20,-14,-5
-20,-13,-5
-20,-12,-5
-20,-11,-5
-20,-10,-5
-20,-9,-5
-20,-8,-5
-20,-7,-5
-20,-6,-5
-20,-5,-5
-20,-4,-5
-20,-3,-5
-20,-2,-5
-20,-1,-5
-20,0,-5
-20,1,-5
-20,2,-5
-20,3,-5
-20,4,-5
-20,5,-5
-20,6,-5
-20,7,-5
-20,8,-5
-20,9,-5
-20,10,-5
-20,11,-5
-20,12,-5
-20,13,-5
-20,14,-5
-20,15,-5
-20,16,-5
-20,17,-5
-20,18,-5
-20,19,-5
-20,20,-5
-20,21,-5
-20,22,-5
-20,23,-5
-20,24,-5
-20,25,-5
-20,26,-5
-20,27,-5
-20,28,-5
-20,29,-5
-20,30,-5
-20,31,-5
-20,32,-5
-20,33,-5
-20,34,-5
-20,35,-5
-20,36,-5
-20,37,-5
-20,38,-5
-20,39,-5
-20,40,-5
-20,41,-5
-20,42,-5
-20,43,-5
-20,44,-5
-20,45,-5
-20,46,-5
-20,47,-5
-20,48,-5
-20,49,-5
-20,50,-5
-20,51,-5
-20,52,-5
-20,53,-5
-20,54,-5
-20,55,-5
-20,56,-5
-20,57,-5
-20,58,-5
-20,59,-5
-20,60,-5
-19,-60,10
-19,-59,10
-19,-58,8
-19,-57,3
-19,-56,2
-19,-55,2
-19,-54,2
-19,-53,1
-19,-52,-2
-19,-51,-4
-19,-50,-4
-19,-49,-4
-19,-48,-4
-19,-47,-4
-19,-46,-5
-19,-45,-5
-19,-44,-5
-19,-43,-5
-19,-42,-5
-19,-41,-5
-19,-40,-5
-19,-39,-5
-19,-38,-5
-19,-37,-5
-19,-36,-4
-19,-35,-4
-19,-34,-3
-19,-33,-3
-19,-32,-3
-19,-31,-3
-19,-30,-3
-19,-29,-3
-19,-28,-4
-19,-27,-5
-19,-26,-5
-19,-25,-5
-19,-24,-5
-19,-23,-5
-19,-22,-5
-19,-21,-5
-19,-20,-5
-19,-19,-5
-19,-18,-5
-19,-17,-5
-19,-16,-5
-19,-15,-5
-19,-14,-5
-19,-13,-5
-19,-12,-5
-19,-11,-5
-19,-10,-5
-19,-9,-5
-19,-8,-5
-19,-7,-5
-19,-6,-5
-19,-5,-5
-19,-4,-5
-19,-3,-5
-19,-2,-5
-19,-1,-5
-19,0,-5
-19,1,-5
-19,2,-5
-19,3,-5
-19,4,-5
-19,5,-5
-19,6,-5
-19,7,-5
-19,8,-5
-19,9,-5
-19,10,-5
-19,11,-5
-19,12,-5
-19,13,-5
-19,14,-5
-19,15,-5
-19,16,-5
-19,17,-5
-19,18,-5
-19,19,-5
-19,20,-5
-19,21,-5
-19,22,-5
-19,23,-5
-19,24,-5
-19,25,-5
-19,26,-5
-19,27,-5
-19,28,-5
-19,29,-5
-19,30,-5
-19,31,-5
-19,32,-5
-19,33,-5
-19,34,-5
-19,35,-5
-19,36,-5
-19,37,-5
-19,38,-5
-19,39,-5
-19,40,-5
-19,41,-5
-19,42,-5
-19,43,-5
-19,44,-5
-19,45,-5
-19,46,-5
-19,47,-5
-19,48,-5
-19,49,-5
-19,50,-5
-19,51,-5
-19,52,-5
-19,53,-5
-19,54,-5
-19,55,-5
-19,56,-5
-19,57,-5
-19,58,-5
-19,59,-5
-19,60,-5
-18,-60,10
-18,-59,10
-18,-58,7
-18,-57,3
-18,-56,2
-18,-55,2
-18,-54,2
-18,-53,-1
-18,-52,-4
-18,-51,-4
-18,-50,-4
-18,-49,-4
-18,-48,-4
-18,-47,-4
-18,-46,-5
-18,-45,-5
-18,-44,-5
-18,-43,-5
-18,-42,-5
-18,-41,-5
-18,-40,-5
-18,-39,-5
-18,-38,-4
-18,-37,-4
-18,-36,-3
-18,-35,-3
-18,-34,-3
-18,-33,-3
-18,-32,-3
-18,-31,-3
-18,-30,-3
-18,-29,-4
-18,-28,-5
-18,-27,-5
-18,-26,-5
-18,-25,-5
-18,-24,-5
-18,-23,-5
-18,-22,-5
-18,-21,-5
-18,-20,-5
-18,-19,-5
-18,-18,-5
-18,-17,-5
-18,-16,-5
-18,-15,-5
-18,-14,-5
-18,-13,-5
-18,-12,-5
-18,-11,-5
-18,-10,-5
-18,-9,-5
-18,-8,-5
-18,-7,-5
-18,-6,-5
-18,-5,-5
-18,-4,-5
-18,-3,-5
-18,-2,-5
-18,-1,-5
-18,0,-5
-18,1,-5
-18,2,-5
-18,3,-5
-18,4,-5
-18,5,-5
-18,6,-5
-18,7,-5
-18,8,-5
-18,9,-5
-18,10,-5
-18,11,-5
-18,12,-5
-18,13,-5
-18,14,-5
-18,15,-5
-18,16,-5
-18,17,-5
-18,18,-5
-18,19,-5
-18,20,-5
-18,21,-5
-18,22,-5
-18,23,-5
-18,24,-5
-18,25,-5
-18,26,-5
-18,27,-5
-18,28,-5
-18,29,-5
-18,30,-5
-18,31,-5
-18,32,-5
-18,33,-5
-18,34,-5
-18,35,-5
-18,36,-5
-18,37,-5
-18,38,-5
-18,39,-5
-18,40,-5
-18,41,-5
-18,42,-5
-18,43,-5
-18,44,-5
-18,45,-5
-18,46,-5
-18,47,-5
-18,48,-5
-18,49,-5
-18,50,-5
-18,51,-5
-18,52,-5
-18,53,-5
-18,54,-5
-18,55,-5
-18,56,-5
-18,57,-5
-18,58,-5
-18,59,-5
-18,60,-5
-17,-60,10
-17,-59,10
-17,-58,7
-17,-57,3
-17,-56,2
-17,-55,2
-17,-54,0
-17,-53,-3
-17,-52,-4
-17,-51,-4
-17,-50,-4
-17,-49,-4
-17,-48,-4
-17,-47,-4
-17,-46,-5
-17,-45,-5
-17,-44,-5
-17,-43,-5
-17,-42,-5
-17,-41,-5
-17,-40,-4
-17,-39,-4
-17,-38,-3
-17,-37,-3
-17,-36,-3
-17,-35,-3
-17,-34,-3
-17,-33,-3
-17,-32,-3
-17,-31,-4
-17,-30,-4
-17,-29,-5
-17,-28,-5
-17,-27,-5
-17,-26,-5
-17,-25,-5
-17,-24,-5
-17,-23,-5
-17,-22,-5
-17,-21,-5
-17,-20,-5
-17,-19,-5
-17,-18,-5
-17,-17,-5
-17,-16,-5
-17,-15,-5
-17,-14,-5
-17,-13,-5
-17,-12,-5
-17,-11,-5
-17,-10,-5
-17,-9,-5
-17,-8,-5
-17,-7,-5
-17,-6,-5
-17,-5,-5
-17,-4,-5
-17,-3,-5
-17,-2,-5
-17,-1,-5
-17,0,-5
-17,1,-5
-17,2,-5
-17,3,-5
-17,4,-5
-17,5,-5
-17,6,-5
-17,7,-5
-17,8,-5
-17,9,-5
-17,10,-5
-17,11,-5
-17,12,-5
-17,13,-5
-17,14,-5
-17,15,-5
-17,16,-5
-17,17,-5
-17,18,-5
-17,19,-5
-17,20,-5
-17,21,-5
-17,22,-5
-17,23,-5
-17,24,-5
-17,25,-5
-17,26,-5
-17,27,-5
-17,28,-5
-17,29,-5
-17,30,-5
-17,31,-5
-17,32,-5
-17,33,-5
-17,34,-5
-17,35,-5
-17,36,-5
-17,37,-5
-17,38,-5
-17,39,-5
-17,40,-5
-17,41,-5
-17,42,-5
-17,43,-5
-17,44,-5
-17,45,-5
-17,46,-5
-17,47,-5
-17,48,-5
-17,49,-5
-17,50,-5
-17,51,-5
-17,52,-5
-17,53,-5
-17,54,-5
-17,55,-5
-17,56,-5
-17,57,-5
-17,58,-5
-17,59,-5
-17,60,-5
-16,-60,10
-16,-59,10
-16,-58,7
-16,-57,2
-16,-56,2
-16,-55,1
-16,-54,-2
-16,-53,-4
-16,-52,-4
-16,-51,-4
-16,-50,-4
-16,-49,-4
-16,-48,-4
-16,-47,-4
-16,-46,-5
-16,-45,-5
-16,-44,-5
-16,-43,-5
-16,-42,-5
-16,-41,-4
-16,-40,-3
-16,-39,-3
-16,-38,-4
-16,-37,-4
-16,-36,-5
-16,-35,-5
-16,-34,-5
-16,-33,-5
-16,-32,-5
-16,-31,-5
-16,-30,-5
-16,-29,-5
-16,-28,-5
-16,-27,-5
-16,-26,-5
-16,-25,-5
-16,-24,-5
-16,-23,-5
-16,-22,-5
-16,-21,-5
-16,-20,-5
-16,-19,-5
-16,-18,-5
-16,-17,-5
-16,-16,-5
-16,-15,-5
-16,-14,-5
-16,-13,-5
-16,-12,-5
-16,-11,-5
-16,-10,-5
-16,-9,-5
-16,-8,-5
-16,-7,-5
-16,-6,-5
-16,-5,-5
-16,-4,-5
-16,-3,-5
-16,-2,-5
-16,-1,-5
-16,0,-5
-16,1,-5
-16,2,-5
-16,3,-5
-16,4,-5
-16,5,-5
-16,6,-5
-16,7,-5
-16,8,-5
-16,9,-5
-16,10,-5
-16,11,-5
-16,12,-5
-16,13,-5
-16,14,-5
-16,15,-5
-16,16,-5
-16,17,-5
-16,18,-5
-16,19,-5
-16,20,-5
-16,21,-5
-16,22,-5
-16,23,-5
-16,24,-5
-16,25,-5
-16,26,-5
