x,y,height
-43,-29,-5
-43,-28,-5
-43,-27,-5
-43,-26,-5
-43,-25,-5
-43,-24,-5
-43,-23,-5
-43,-22,-5
-43,-21,-5
-43,-20,-5
-43,-19,-4
-43,-18,-4
-43,-17,-3
-43,-16,-3
-43,-15,-3
-43,-14,-3
-43,-13,-3
-43,-12,-3
-43,-11,-3
-43,-10,-3
-43,-9,-3
-43,-8,-4
-43,-7,-5
-43,-6,-5
-43,-5,-5
-43,-4,-5
-43,-3,-5
-43,-2,-5
-43,-1,-5
-43,0,-5
-43,1,-5
-43,2,-5
-43,3,-5
-43,4,-5
-43,5,-5
-43,6,-5
-43,7,-5
-43,8,-5
-43,9,-5
-43,10,-5
-43,11,-5
-43,12,-5
-43,13,-5
-43,14,-5
-43,15,-5
-43,16,-5
-43,17,-5
-43,18,-5
-43,19,-5
-43,20,-5
-43,21,-5
-43,22,-5
-43,23,-5
-43,24,-5
-43,25,-5
-43,26,-5
-43,27,-5
-43,28,-5
-43,29,-5
-43,30,-5
-43,31,-5
-43,32,-5
-43,33,-5
-43,34,-5
-43,35,-5
-43,36,-5
-43,37,-5
-43,38,-5
-43,39,-5
-43,40,-5
-43,41,-4
-43,42,-4
-43,43,-4
-43,44,-3
-43,45,-3
-43,46,-3
-43,47,-4
-43,48,-4
-43,49,-4
-43,50,-4
-43,51,-4
-43,52,-4
-43,53,-4
-43,54,-4
-43,55,-5
-43,56,-5
-43,57,-5
-43,58,-5
-43,59,-5
-43,60,-5
-42,-58,12
-42,-57,11
-42,-56,8
-42,-55,3
-42,-54,2
-42,-53,2
-42,-52,2
-42,-51,2
-42,-50,2
-42,-49,2
-42,-48,2
-42,-47,1
-42,-46,-1
-42,-45,-3
-42,-44,-4
-42,-43,-4
-42,-42,-4
-42,-41,-4
-42,-40,-4
-42,-39,-4
-42,-38,-4
-42,-37,-5
-42,-36,-5
-42,-35,-5
-42,-34,-5
-42,-33,-5
-42,-32,-5
-42,-31,-5
-42,-30,-5
-42,-29,-5
-42,-28,-5
-42,-27,-5
-42,-26,-5
-42,-25,-5
-42,-24,-5
-42,-23,-5
-42,-22,-5
-42,-21,-5
-42,-20,-5
-42,-19,-5
-42,-18,-4
-42,-17,-4
-42,-16,-3
-42,-15,-3
-42,-14,-3
-42,-13,-3
-42,-12,-3
-42,-11,-3
-42,-10,-3
-42,-9,-4
-42,-8,-5
-42,-7,-5
-42,-6,-5
-42,-5,-5
-42,-4,-5
-42,-3,-5
-42,-2,-5
-42,-1,-5
-42,0,-5
-42,1,-5
-42,2,-5
-42,3,-5
-42,4,-5
-42,5,-5
-42,6,-5
-42,7,-5
-42,8,-5
-42,9,-5
-42,10,-5
-42,11,-5
-42,12,-5
-42,13,-5
-42,14,-5
-42,15,-5
-42,16,-5
-42,17,-5
-42,18,-5
-42,19,-5
-42,20,-5
-42,21,-4
-42,22,-4
-42,23,-4
-42,24,-4
-42,25,-3
-42,26,-3
-42,27,-3
-42,28,-3
-42,29,-3
-42,30,-4
-42,31,-4
-42,32,-5
-42,33,-5
-42,34,-5
-42,35,-5
-42,36,-5
-42,37,-5
-42,38,-5
-42,39,-5
-42,40,-5
-42,41,-5
-42,42,-5
-42,43,-4
-42,44,-4
-42,45,-4
-42,46,-4
-42,47,-4
-42,48,-4
-42,49,-5
-42,50,-5
-42,51,-5
-42,52,-5
-42,53,-5
-42,54,-5
-42,55,-5
-42,56,-5
-42,57,-5
-42,58,-5
-42,59,-5
-42,60,-5
-41,-59,12
-41,-58,11
-41,-57,8
-41,-56,3
-41,-55,2
-41,-54,2
-41,-53,2
-41,-52,2
-41,-51,2
-41,-50,2
-41,-49,2
-41,-48,0
-41,-47,-2
-41,-46,-4
-41,-45,-4
-41,-44,-4
-41,-43,-4
-41,-42,-4
-41,-41,-4
-41,-40,-4
-41,-39,-4
-41,-38,-4
-41,-37,-5
-41,-36,-5
-41,-35,-5
-41,-34,-5
-41,-33,-5
-41,-32,-5
-41,-31,-5
-41,-30,-5
-41,-29,-5
-41,-28,-4
-41,-27,-4
-41,-26,-4
-41,-25,-4
-41,-24,-5
-41,-23,-5
-41,-22,-5
-41,-21,-5
-41,-20,-5
-41,-19,-5
-41,-18,-5
-41,-17,-5
-41,-16,-4
-41,-15,-3
-41,-14,-3
-41,-13,-3
-41,-12,-3
-41,-11,-3
-41,-10,-3
-41,-9,-3
-41,-8,-4
-41,-7,-4
-41,-6,-5
-41,-5,-5
-41,-4,-5
-41,-3,-4
-41,-2,-4
-41,-1,-3
-41,0,-3
-41,1,-3
-41,2,-3
-41,3,-3
-41,4,-4
-41,5,-4
-41,6,-5
-41,7,-5
-41,8,-5
-41,9,-5
-41,10,-5
-41,11,-5
-41,12,-5
-41,13,-5
-41,14,-5
-41,15,-5
-41,16,-4
-41,17,-4
-41,18,-4
-41,19,-3
-41,20,-3
-41,21,-3
-41,22,-3
-41,23,-3
-41,24,-3
-41,25,-3
-41,26,-3
-41,27,-3
-41,28,-3
-41,29,-3
-41,30,-3
-41,31,-3
-41,32,-4
-41,33,-4
-41,34,-5
-41,35,-5
-41,36,-5
-41,37,-5
-41,38,-5
-41,39,-5
-41,40,-5
-41,41,-5
-41,42,-5
-41,43,-5
-41,44,-4
-41,45,-4
-41,46,-4
-41,47,-4
-41,48,-4
-41,49,-4
-41,50,-4
-41,51,-5
-41,52,-5
-41,53,-4
-41,54,-4
-41,55,-4
-41,56,-4
-41,57,-5
-41,58,-5
-41,59,-5
-41,60,-5
-40,-60,11
-40,-59,11
-40,-58,8
-40,-57,3
-40,-56,2
-40,-55,2
-40,-54,2
-40,-53,2
-40,-52,2
-40,-51,2
-40,-50,2
-40,-49,0
-40,-48,-3
-40,-47,-4
-40,-46,-4
-40,-45,-4
-40,-44,-4
-40,-43,-4
-40,-42,-4
-40,-41,-4
-40,-40,-4
-40,-39,-4
-40,-38,-5
-40,-37,-5
-40,-36,-5
-40,-35,-5
-40,-34,-5
-40,-33,-5
-40,-32,-5
-40,-31,-5
-40,-30,-5
-40,-29,-4
-40,-28,-4
-40,-27,-3
-40,-26,-3
-40,-25,-3
-40,-24,-4
-40,-23,-5
-40,-22,-5
-40,-21,-5
-40,-20,-5
-40,-19,-5
-40,-18,-5
-40,-17,-5
-40,-16,-5
-40,-15,-4
-40,-14,-3
-40,-13,-3
-40,-12,-3
-40,-11,-3
-40,-10,-3
-40,-9,-3
-40,-8,-3
-40,-7,-3
-40,-6,-4
-40,-5,-4
-40,-4,-4
-40,-3,-4
-40,-2,-4
-40,-1,-4
-40,0,-4
-40,1,-3
-40,2,-3
-40,3,-3
-40,4,-3
-40,5,-3
-40,6,-3
-40,7,-4
-40,8,-4
-40,9,-4
-40,10,-4
-40,11,-4
-40,12,-4
-40,13,-4
-40,14,-3
-40,15,-3
-40,16,-3
-40,17,-3
-40,18,-3
-40,19,-3
-40,20,-3
-40,21,-3
-40,22,-3
-40,23,-3
-40,24,-3
-40,25,-3
-40,26,-3
-40,27,-3
-40,28,-3
-40,29,-4
-40,30,-4
-40,31,-4
-40,32,-4
-40,33,-4
-40,34,-5
-40,35,-5
-40,36,-5
-40,37,-5
-40,38,-5
-40,39,-5
-40,40,-5
-40,41,-4
-40,42,-4
-40,43,-4
-40,44,-4
-40,45,-4
-40,46,-4
-40,47,-4
-40,48,-4
-40,49,-5
-40,50,-5
-40,51,-4
-40,52,-4
-40,53,-4
-40,54,-4
-40,55,-3
-40,56,-3
-40,57,-4
-40,58,-5
-40,59,-5
-40,60,-5
-39,-60,10
-39,-59,9
-39,-58,4
-39,-57,2
-39,-56,2
-39,-55,2
-39,-54,2
-39,-53,2
-39,-52,2
-39,-51,2
-39,-50,-1
-39,-49,-3
-39,-48,-4
-39,-47,-4
-39,-46,-4
-39,-45,-4
-39,-44,-4
-39,-43,-4
-39,-42,-4
-39,-41,-4
-39,-40,-4
-39,-39,-4
-39,-38,-5
-39,-37,-5
-39,-36,-5
-39,-35,-5
-39,-34,-5
-39,-33,-5
-39,-32,-5
-39,-31,-4
-39,-30,-3
-39,-29,-3
-39,-28,-3
-39,-27,-3
-39,-26,-3
-39,-25,-3
-39,-24,-3
-39,-23,-4
-39,-22,-5
-39,-21,-5
-39,-20,-5
-39,-19,-5
-39,-18,-5
-39,-17,-5
-39,-16,-5
-39,-15,-5
-39,-14,-5
-39,-13,-4
-39,-12,-3
-39,-11,-3
-39,-10,-3
-39,-9,-3
-39,-8,-3
-39,-7,-4
-39,-6,-4
-39,-5,-4
-39,-4,-4
-39,-3,-4
-39,-2,-4
-39,-1,-4
-39,0,-4
-39,1,-4
-39,2,-4
-39,3,-4
-39,4,-4
-39,5,-3
-39,6,-3
-39,7,-3
-39,8,-3
-39,9,-3
-39,10,-4
-39,11,-4
-39,12,-4
-39,13,-4
-39,14,-3
-39,15,-3
-39,16,-3
-39,17,-3
-39,18,-3
-39,19,-4
-39,20,-4
-39,21,-4
-39,22,-4
-39,23,-4
-39,24,-4
-39,25,-4
-39,26,-4
-39,27,-4
-39,28,-4
-39,29,-4
-39,30,-4
-39,31,-4
-39,32,-4
-39,33,-4
-39,34,-5
-39,35,-5
-39,36,-5
-39,37,-4
-39,38,-4
-39,39,-3
-39,40,-4
-39,41,-4
-39,42,-4
-39,43,-4
-39,44,-4
-39,45,-4
-39,46,-4
-39,47,-5
-39,48,-5
-39,49,-5
-39,50,-5
-39,51,-4
-39,52,-4
-39,53,-4
-39,54,-4
-39,55,-4
-39,56,-5
-39,57,-5
-39,58,-5
-39,59,-5
-39,60,-5
-38,-60,10
-38,-59,6
-38,-58,2
-38,-57,2
-38,-56,2
-38,-55,2
-38,-54,2
-38,-53,2
-38,-52,2
-38,-51,-1
-38,-50,-4
-38,-49,-4
-38,-48,-4
-38,-47,-4
-38,-46,-4
-38,-45,-4
-38,-44,-4
-38,-43,-4
-38,-42,-4
-38,-41,-4
-38,-40,-4
-38,-39,-5
-38,-38,-5
-38,-37,-5
-38,-36,-5
-38,-35,-5
-38,-34,-5
-38,-33,-4
-38,-32,-4
-38,-31,-3
-38,-30,-3
-38,-29,-3
-38,-28,-3
-38,-27,-3
-38,-26,-3
-38,-25,-3
-38,-24,-3
-38,-23,-4
-38,-22,-5
-38,-21,-5
-38,-20,-5
-38,-19,-5
-38,-18,-5
-38,-17,-5
-38,-16,-5
-38,-15,-5
-38,-14,-5
-38,-13,-5
-38,-12,-5
-38,-11,-4
-38,-10,-3
-38,-9,-3
-38,-8,-3
-38,-7,-4
-38,-6,-4
-38,-5,-4
-38,-4,-4
-38,-3,-4
-38,-2,-4
-38,-1,-4
-38,0,-4
-38,1,-4
-38,2,-4
-38,3,-4
-38,4,-4
-38,5,-4
-38,6,-4
-38,7,-4
-38,8,-4
-38,9,-4
-38,10,-4
-38,11,-4
-38,12,-4
-38,13,-4
-38,14,-4
-38,15,-4
-38,16,-4
-38,17,-4
-38,18,-4
-38,19,-4
-38,20,-4
-38,21,-4
-38,22,-4
-38,23,-4
-38,24,-4
-38,25,-4
-38,26,-4
-38,27,-4
-38,28,-4
-38,29,-4
-38,30,-4
-38,31,-4
-38,32,-4
-38,33,-4
-38,34,-4
-38,35,-4
-38,36,-4
-38,37,-4
-38,38,-4
-38,39,-4
-38,40,-4
-38,41,-4
-38,42,-4
-38,43,-4
-38,44,-4
-38,45,-4
-38,46,-4
-38,47,-5
-38,48,-5
-38,49,-5
-38,50,-5
-38,51,-5
-38,52,-5
-38,53,-5
-38,54,-5
-38,55,-5
-38,56,-5
-38,57,-5
-38,58,-5
-38,59,-5
-38,60,-5
-37,-60,8
-37,-59,4
-37,-58,2
-37,-57,2
-37,-56,2
-37,-55,2
-37,-54,2
-37,-53,2
-37,-52,0
-37,-51,-3
-37,-50,-4
-37,-49,-4
-37,-48,-4
-37,-47,-4
-37,-46,-4
-37,-45,-4
-37,-44,-4
-37,-43,-4
-37,-42,-4
-37,-41,-4
-37,-40,-4
-37,-39,-5
-37,-38,-5
-37,-37,-5
-37,-36,-5
-37,-35,-5
-37,-34,-4
-37,-33,-3
-37,-32,-3
-37,-31,-3
-37,-30,-3
-37,-29,-3
-37,-28,-3
-37,-27,-3
-37,-26,-3
-37,-25,-3
-37,-24,-4
-37,-23,-5
-37,-22,-5
-37,-21,-5
-37,-20,-5
-37,-19,-5
-37,-18,-5
-37,-17,-5
-37,-16,-5
-37,-15,-5
-37,-14,-5
-37,-13,-5
-37,-12,-5
-37,-11,-4
-37,-10,-3
-37,-9,-3
-37,-8,-4
-37,-7,-4
-37,-6,-4
-37,-5,-4
-37,-4,-4
-37,-3,-4
-37,-2,-4
-37,-1,-4
-37,0,-4
-37,1,-4
-37,2,-4
-37,3,-4
-37,4,-4
-37,5,-4
-37,6,-4
-37,7,-4
-37,8,-4
-37,9,-4
-37,10,-4
-37,11,-4
-37,12,-4
-37,13,-4
-37,14,-4
-37,15,-4
-37,16,-4
-37,17,-4
-37,18,-4
-37,19,-4
-37,20,-4
-37,21,-4
-37,22,-4
-37,23,-4
-37,24,-4
-37,25,-4
-37,26,-4
-37,27,-4
-37,28,-4
-37,29,-4
-37,30,-4
-37,31,-4
-37,32,-4
-37,33,-4
-37,34,-4
-37,35,-4
-37,36,-4
-37,37,-4
-37,38,-4
-37,39,-4
-37,40,-4
-37,41,-4
-37,42,-4
-37,43,-4
-37,44,-4
-37,45,-4
-37,46,-4
-37,47,-5
-37,48,-5
-37,49,-5
-37,50,-5
-37,51,-5
-37,52,-5
-37,53,-5
-37,54,-5
-37,55,-5
-37,56,-5
-37,57,-5
-37,58,-5
-37,59,-5
-37,60,-5
-36,-60,5
-36,-59,3
-36,-58,2
-36,-57,2
-36,-56,2
-36,-55,2
-36,-54,2
-36,-53,0
-36,-52,-3
-36,-51,-3
-36,-50,-3
-36,-49,-4
-36,-48,-4
-36,-47,-4
-36,-46,-4
-36,-45,-4
-36,-44,-4
-36,-43,-4
-36,-42,-4
-36,-41,-4
-36,-40,-5
-36,-39,-5
-36,-38,-5
-36,-37,-5
-36,-36,-4
-36,-35,-4
-36,-34,-3
-36,-33,-3
-36,-32,-3
-36,-31,-3
-36,-30,-3
-36,-29,-3
-36,-28,-3
-36,-27,-3
-36,-26,-3
-36,-25,-3
-36,-24,-4
-36,-23,-5
-36,-22,-5
-36,-21,-5
-36,-20,-5
-36,-19,-5
-36,-18,-5
-36,-17,-5
-36,-16,-5
-36,-15,-5
-36,-14,-5
-36,-13,-5
-36,-12,-5
-36,-11,-4
-36,-10,-4
-36,-9,-4
-36,-8,-4
-36,-7,-4
-36,-6,-4
-36,-5,-4
-36,-4,-4
-36,-3,-4
-36,-2,-4
-36,-1,-4
-36,0,-4
-36,1,-4
-36,2,-4
-36,3,-4
-36,4,-4
-36,5,-4
-36,6,-4
-36,7,-4
-36,8,-4
-36,9,-4
-36,10,-4
-36,11,-4
-36,12,-4
-36,13,-4
-36,14,-4
-36,15,-4
-36,16,-4
-36,17,-4
-36,18,-4
-36,19,-4
-36,20,-4
-36,21,-4
-36,22,-4
-36,23,-4
-36,24,-4
-36,25,-4
-36,26,-4
-36,27,-4
-36,28,-4
-36,29,-4
-36,30,-4
-36,31,-4
-36,32,-4
-36,33,-4
-36,34,-4
-36,35,-4
-36,36,-4
-36,37,-4
-36,38,-4
-36,39,-4
-36,40,-4
-36,41,-4
-36,42,-4
-36,43,-4
-36,44,-4
-36,45,-4
-36,46,-4
-36,47,-5
-36,48,-5
-36,49,-5
-36,50,-5
-36,51,-5
-36,52,-5
-36,53,-5
-36,54,-5
-36,55,-5
-36,56,-5
-36,57,-5
-36,58,-5
-36,59,-5
-36,60,-5
-35,-60,3
-35,-59,2
-35,-58,2
-35,-57,2
-35,-56,2
-35,-55,2
-35,-54,1
-35,-53,-2
-35,-52,-3
-35,-51,-3
-35,-50,-3
-35,-49,-3
-35,-48,-4
-35,-47,-4
-35,-46,-4
-35,-45,-4
-35,-44,-4
-35,-43,-4
-35,-42,-4
-35,-41,-5
-35,-40,-5
-35,-39,-5
-35,-38,-5
-35,-37,-4
-35,-36,-3
-35,-35,-3
-35,-34,-3
-35,-33,-3
-35,-32,-3
-35,-31,-3
-35,-30,-3
-35,-29,-3
-35,-28,-3
-35,-27,-3
-35,-26,-3
-35,-25,-3
-35,-24,-4
-35,-23,-5
-35,-22,-5
-35,-21,-5
-35,-20,-5
-35,-19,-5
-35,-18,-5
-35,-17,-5
-35,-16,-5
-35,-15,-5
-35,-14,-5
-35,-13,-5
-35,-12,-5
-35,-11,-4
-35,-10,-4
-35,-9,-4
-35,-8,-4
-35,-7,-4
-35,-6,-4
-35,-5,-4
-35,-4,-4
-35,-3,-4
-35,-2,-4
-35,-1,-4
-35,0,-4
-35,1,-4
-35,2,-4
-35,3,-4
-35,4,-4
-35,5,-4
-35,6,-4
-35,7,-4
-35,8,-4
-35,9,-4
-35,10,-4
-35,11,-4
-35,12,-4
-35,13,-4
-35,14,-4
-35,15,-4
-35,16,-4
-35,17,-4
-35,18,-4
-35,19,-4
-35,20,-4
-35,21,-4
-35,22,-4
-35,23,-4
-35,24,-4
-35,25,-5
-35,26,-5
-35,27,-5
-35,28,-5
-35,29,-5
-35,30,-5
-35,31,-5
-35,32,-4
-35,33,-4
-35,34,-4
-35,35,-4
-35,36,-4
-35,37,-4
-35,38,-4
-35,39,-4
-35,40,-4
-35,41,-4
-35,42,-4
-35,43,-4
-35,44,-4
-35,45,-4
-35,46,-5
-35,47,-5
-35,48,-5
-35,49,-5
-35,50,-5
-35,51,-5
-35,52,-5
-35,53,-5
-35,54,-5
-35,55,-5
-35,56,-5
-35,57,-5
-35,58,-5
-35,59,-5
-35,60,-5
-34,-60,3
-34,-59,2
-34,-58,2
-34,-57,2
-34,-56,2
-34,-55,2
-34,-54,0
-34,-53,-3
-34,-52,-3
-34,-51,-3
-34,-50,-3
-34,-49,-3
-34,-48,-3
-34,-47,-3
-34,-46,-3
-34,-45,-4
-34,-44,-4
-34,-43,-4
-34,-42,-5
-34,-41,-5
-34,-40,-5
-34,-39,-5
-34,-38,-4
-34,-37,-3
-34,-36,-3
-34,-35,-3
-34,-34,-3
-34,-33,-3
-34,-32,-3
-34,-31,-3
-34,-30,-3
-34,-29,-3
-34,-28,-3
-34,-27,-3
-34,-26,-3
-34,-25,-3
-34,-24,-4
-34,-23,-5
-34,-22,-5
-34,-21,-5
-34,-20,-5
-34,-19,-5
-34,-18,-5
-34,-17,-5
-34,-16,-5
-34,-15,-5
-34,-14,-5
-34,-13,-5
-34,-12,-4
-34,-11,-3
-34,-10,-3
-34,-9,-4
-34,-8,-4
-34,-7,-4
-34,-6,-4
-34,-5,-4
-34,-4,-4
-34,-3,-4
-34,-2,-4
-34,-1,-4
-34,0,-4
-34,1,-4
-34,2,-4
-34,3,-4
-34,4,-4
-34,5,-4
-34,6,-4
-34,7,-4
-34,8,-4
-34,9,-5
-34,10,-5
-34,11,-5
-34,12,-5
-34,13,-5
-34,14,-5
-34,15,-5
-34,16,-5
-34,17,-5
-34,18,-5
-34,19,-5
-34,20,-5
-34,21,-5
-34,22,-5
-34,23,-5
-34,24,-5
-34,25,-5
-34,26,-5
-34,27,-5
-34,28,-5
-34,29,-5
-34,30,-5
-34,31,-5
-34,32,-5
-34,33,-5
-34,34,-4
-34,35,-4
-34,36,-4
-34,37,-4
-34,38,-4
-34,39,-4
-34,40,-4
-34,41,-4
-34,42,-4
-34,43,-4
-34,44,-4
-34,45,-4
-34,46,-5
-34,47,-5
-34,48,-5
-34,49,-5
-34,50,-5
-34,51,-5
-34,52,-5
-34,53,-5
-34,54,-5
-34,55,-5
-34,56,-5
-34,57,-5
-34,58,-5
-34,59,-5
-34,60,-5
-33,-60,4
-33,-59,3
-33,-58,2
-33,-57,2
-33,-56,2
-33,-55,2
-33,-54,-1
-33,-53,-3
-33,-52,-3
-33,-51,-3
-33,-50,-3
-33,-49,-3
-33,-48,-3
-33,-47,-3
-33,-46,-3
-33,-45,-4
-33,-44,-5
-33,-43,-5
-33,-42,-5
-33,-41,-5
-33,-40,-4
-33,-39,-4
-33,-38,-3
-33,-37,-3
-33,-36,-3
-33,-35,-3
-33,-34,-3
-33,-33,-3
-33,-32,-3
-33,-31,-3
-33,-30,-3
-33,-29,-3
-33,-28,-3
-33,-27,-3
-33,-26,-3
-33,-25,-4
-33,-24,-5
-33,-23,-5
-33,-22,-5
-33,-21,-5
-33,-20,-5
-33,-19,-5
-33,-18,-5
-33,-17,-5
-33,-16,-5
-33,-15,-5
-33,-14,-5
-33,-13,-4
-33,-12,-3
-33,-11,-3
-33,-10,-3
-33,-9,-3
-33,-8,-3
-33,-7,-3
-33,-6,-3
-33,-5,-4
-33,-4,-4
-33,-3,-4
-33,-2,-4
-33,-1,-4
-33,0,-4
-33,1,-4
-33,2,-4
-33,3,-4
-33,4,-4
-33,5,-5
-33,6,-5
-33,7,-5
-33,8,-5
-33,9,-5
-33,10,-5
-33,11,-5
-33,12,-5
-33,13,-5
-33,14,-5
-33,15,-5
-33,16,-5
-33,17,-5
-33,18,-5
-33,19,-5
-33,20,-5
-33,21,-5
-33,22,-5
-33,23,-5
-33,24,-5
-33,25,-5
-33,26,-5
-33,27,-5
-33,28,-5
-33,29,-5
-33,30,-5
-33,31,-5
-33,32,-5
-33,33,-5
-33,34,-5
-33,35,-5
-33,36,-5
-33,37,-4
-33,38,-4
-33,39,-4
-33,40,-4
-33,41,-4
-33,42,-4
-33,43,-4
-33,44,-4
-33,45,-5
-33,46,-5
-33,47,-5
-33,48,-5
-33,49,-5
-33,50,-5
-33,51,-5
-33,52,-5
-33,53,-5
-33,54,-5
-33,55,-5
-33,56,-5
-33,57,-5
-33,58,-5
-33,59,-5
-33,60,-5
-32,-60,7
-32,-59,4
-32,-58,2
-32,-57,2
-32,-56,2
-32,-55,2
-32,-54,-2
-32,-53,-3
-32,-52,-3
-32,-51,-3
-32,-50,-3
-32,-49,-3
-32,-48,-3
-32,-47,-4
-32,-46,-4
-32,-45,-5
-32,-44,-5
-32,-43,-5
-32,-42,-5
-32,-41,-5
-32,-40,-4
-32,-39,-3
-32,-38,-3
-32,-37,-3
-32,-36,-3
-32,-35,-3
-32,-34,-3
-32,-33,-3
-32,-32,-3
-32,-31,-3
-32,-30,-3
-32,-29,-3
-32,-28,-3
-32,-27,-3
-32,-26,-3
-32,-25,-4
-32,-24,-5
-32,-23,-5
-32,-22,-5
-32,-21,-5
-32,-20,-5
-32,-19,-5
-32,-18,-5
-32,-17,-5
-32,-16,-5
-32,-15,-4
-32,-14,-4
-32,-13,-3
-32,-12,-3
-32,-11,-3
-32,-10,-3
-32,-9,-3
-32,-8,-3
-32,-7,-3
-32,-6,-4
-32,-5,-4
-32,-4,-4
-32,-3,-4
-32,-2,-4
-32,-1,-4
-32,0,-4
-32,1,-4
-32,2,-5
-32,3,-5
-32,4,-5
-32,5,-5
-32,6,-5
-32,7,-5
-32,8,-5
-32,9,-5
-32,10,-5
-32,11,-5
-32,12,-5
-32,13,-5
-32,14,-5
-32,15,-5
-32,16,-5
-32,17,-5
-32,18,-5
-32,19,-5
-32,20,-5
-32,21,-5
-32,22,-5
-32,23,-5
-32,24,-5
-32,25,-5
-32,26,-5
-32,27,-5
-32,28,-5
-32,29,-5
-32,30,-5
-32,31,-5
-32,32,-5
-32,33,-5
-32,34,-5
-32,35,-5
-32,36,-5
-32,37,-5
-32,38,-5
-32,39,-5
-32,40,-5
-32,41,-5
-32,42,-5
-32,43,-5
-32,44,-5
-32,45,-5
-32,46,-5
-32,47,-5
-32,48,-5
-32,49,-5
-32,50,-5
-32,51,-5
-32,52,-5
-32,53,-5
-32,54,-5
-32,55,-5
-32,56,-5
-32,57,-5
-32,58,-5
-32,59,-5
-32,60,-5
-31,-60,9
-31,-59,5
-31,-58,2
-31,-57,2
-31,-56,2
-31,-55,1
-31,-54,-2
-31,-53,-4
-31,-52,-4
-31,-51,-3
-31,-50,-3
-31,-49,-3
-31,-48,-4
-31,-47,-5
-31,-46,-5
-31,-45,-5
-31,-44,-5
-31,-43,-5
-31,-42,-4
-31,-41,-4
-31,-40,-3
-31,-39,-3
-31,-38,-3
-31,-37,-3
-31,-36,-3
-31,-35,-3
-31,-34,-3
-31,-33,-3
-31,-32,-3
-31,-31,-3
-31,-30,-3
-31,-29,-3
-31,-28,-3
-31,-27,-3
-31,-26,-3
-31,-25,-5
-31,-24,-5
-31,-23,-5
-31,-22,-5
-31,-21,-5
-31,-20,-5
-31,-19,-5
-31,-18,-5
-31,-17,-5
-31,-16,-4
-31,-15,-3
-31,-14,-3
-31,-13,-3
-31,-12,-3
-31,-11,-3
-31,-10,-3
-31,-9,-3
-31,-8,-4
-31,-7,-4
-31,-6,-4
-31,-5,-4
-31,-4,-4
-31,-3,-4
-31,-2,-4
-31,-1,-4
-31,0,-4
-31,1,-5
-31,2,-5
-31,3,-5
-31,4,-5
-31,5,-5
-31,6,-5
-31,7,-5
-31,8,-5
-31,9,-5
-31,10,-5
-31,11,-5
-31,12,-5
-31,13,-5
-31,14,-5
-31,15,-5
-31,16,-5
-31,17,-5
-31,18,-5
-31,19,-5
-31,20,-5
-31,21,-5
-31,22,-5
-31,23,-5
-31,24,-5
-31,25,-5
-31,26,-5
-31,27,-5
-31,28,-5
-31,29,-5
-31,30,-5
-31,31,-5
-31,32,-5
-31,33,-5
-31,34,-5
-31,35,-5
-31,36,-5
-31,37,-5
-31,38,-5
-31,39,-5
-31,40,-5
-31,41,-5
-31,42,-5
-31,43,-5
-31,44,-5
-31,45,-5
-31,46,-5
-31,47,-5
-31,48,-5
-31,49,-5
-31,50,-5
-31,51,-5
-31,52,-5
-31,53,-5
-31,54,-5
-31,55,-5
-31,56,-5
-31,57,-5
-31,58,-5
-31,59,-5
-31,60,-5
-30,-60,10
-30,-59,6
-30,-58,2
-30,-57,2
-30,-56,2
-30,-55,2
-30,-54,-2
-30,-53,-4
-30,-52,-4
-30,-51,-4
-30,-50,-4
-30,-49,-4
-30,-48,-5
-30,-47,-5
-30,-46,-5
-30,-45,-4
-30,-44,-5
-30,-43,-5
-30,-42,-4
-30,-41,-3
-30,-40,-3
-30,-39,-3
-30,-38,-3
-30,-37,-3
-30,-36,-3
-30,-35,-3
-30,-34,-3
-30,-33,-3
-30,-32,-3
-30,-31,-3
-30,-30,-3
-30,-29,-3
-30,-28,-3
-30,-27,-3
-30,-26,-4
-30,-25,-5
-30,-24,-5
-30,-23,-5
-30,-22,-5
-30,-21,-5
-30,-20,-5
-30,-19,-5
-30,-18,-4
-30,-17,-4
-30,-16,-3
-30,-15,-3
-30,-14,-3
-30,-13,-3
-30,-12,-3
-30,-11,-4
-30,-10,-4
-30,-9,-4
-30,-8,-4
-30,-7,-4
-30,-6,-4
-30,-5,-4
-30,-4,-4
-30,-3,-4
-30,-2,-4
-30,-1,-5
-30,0,-5
-30,1,-5
-30,2,-5
-30,3,-5
-30,4,-5
-30,5,-5
-30,6,-5
-30,7,-5
-30,8,-5
-30,9,-5
-30,10,-5
-30,11,-5
-30,12,-5
-30,13,-5
-30,14,-5
-30,15,-5
-30,16,-5
-30,17,-5
-30,18,-5
-30,19,-5
-30,20,-5
-30,21,-5
-30,22,-5
-30,23,-5
-30,24,-5
-30,25,-5
-30,26,-5
-30,27,-5
-30,28,-5
-30,29,-5
-30,30,-5
-30,31,-5
-30,32,-5
-30,33,-5
-30,34,-5
-30,35,-5
-30,36,-5
-30,37,-5
-30,38,-5
-30,39,-5
-30,40,-5
-30,41,-5
-30,42,-5
-30,43,-5
-30,44,-5
-30,45,-5
-30,46,-5
-30,47,-5
-30,48,-5
-30,49,-5
-30,50,-5
-30,51,-5
-30,52,-5
-30,53,-5
-30,54,-5
-30,55,-5
-30,56,-5
-30,57,-5
-30,58,-5
-30,59,-5
-30,60,-5
-29,-60,10
-29,-59,8
